actors,장르,점수별,인기별,리뷰수,작품수
Seo Yoon Ah,Seo Yoon Ah,7.5,10247.0,72.0,1
Seo Young,Seo Young,7.549999999999999,1583.3333333333333,4866.375,2
Seo Young Hee,Seo Young Hee,7.3,2378.0,1438.5,2
Seo Young Joo,Seo Young Joo,8.149999999999999,1922.0,3833.0,3
Seol In Ah,Seol In Ah,8.233333333333334,1269.3333333333333,17476.166666666668,6
Seol Jung Hwan,Seol Jung Hwan,7.5,7014.0,237.0,1
Seulgi,Seulgi,7.4,5549.0,394.0,1
Seungri,Seungri,7.2,3246.0,1268.0,1
Shim Chang Min,Shim Chang Min,7.5,915.0,7318.5,2
Shim Eun Ha,Shim Eun Ha,7.65,99999.0,29.5,2
Shim Eun Kyung,Shim Eun Kyung,7.65,2200.0,3213.0,2
Shim Eun Woo,Shim Eun Woo,7.5,3222.0,1200.0,2
Shim Hee Sub,Shim Hee Sub,8.25,1283.0,3083.0,2
Shim Hye Jin,Shim Hye Jin,7.470000000000001,14854.4,10029.9,10
Shim Hyung Tak,Shim Hyung Tak,7.508333333333334,12146.5,6020.5,12
Shim Ji Ho,Shim Ji Ho,7.233333333333333,6659.833333333333,442.1666666666667,6
Shim Yang Hong,Shim Yang Hong,7.7,99999.0,9.0,1
Shim Yi Young,Shim Yi Young,7.7,29716.0,908.25,4
Shin  Won Ho,Shin  Won Ho,7.7,132.5,33295.0,2
Shin Ae,Shin Ae,7.52,23791.4,1115.2,2
Shin Ae Ra,Shin Ae Ra,6.9,12307.0,67.0,1
Shin Bi,Shin Bi,7.25,4128.0,386.5,1
Shin Bo Ra,Shin Bo Ra,7.4,8847.0,117.0,1
Shin Da Eun,Shin Da Eun,7.38,8793.4,219.2,5
Shin Do Hyun,Shin Do Hyun,7.966666666666666,2803.6666666666665,10363.0,3
Shin Dong,Shin Dong,7.449999999999999,3395.583333333333,6053.583333333333,1
Shin Dong Mi,Shin Dong Mi,7.716666666666668,3073.6666666666665,10788.833333333334,6
Shin Dong Wook,Shin Dong Wook,7.24,3156.2,1507.0,5
Shin Eun Jung,Shin Eun Jung,7.6,4668.25,3514.0,4
Shin Eun Kyung,Shin Eun Kyung,7.633333333333334,36125.0,3654.777777777778,9
Shin Eun Soo,Shin Eun Soo,7.7,1644.5,7812.5,2
Shin Go Eun,Shin Go Eun,7.4,3648.0,360.0,1
Shin Goo,Shin Goo,7.860000000000001,38535.333333333336,253.0,6
Shin Ha Kyun,Shin Ha Kyun,7.8428571428571425,1810.2857142857144,3513.428571428572,7
Shin Hye Sun,Shin Hye Sun,8.38888888888889,375.3333333333333,20279.0,9
Shin Hyun Bin,Shin Hyun Bin,7.975,1347.0,6165.625,9
Shin Hyun Joon,Shin Hyun Joon,7.575,2537.5,6912.5,4
Shin Hyun Seung,Shin Hyun Seung,7.9,50320.0,7775.0,2
Shin Hyun Soo,Shin Hyun Soo,7.9,1135.6,4801.2,5
Shin Hyun Tak,Shin Hyun Tak,7.0,4366.0,638.0,1
Shin Jae Ha,Shin Jae Ha,8.05,2818.75,4055.5,4
Shin Ji Soo,Shin Ji Soo,7.2,435.5,12133.5,2
Shin Joo Ah,Shin Joo Ah,7.5,11940.0,35.0,1
Shin Joo Hwan,Shin Joo Hwan,8.3,2679.0,741.0,1
Shin Jung Keun,Shin Jung Keun,8.1,263.3333333333333,25671.33333333333,3
Shin Jung Yoon,Shin Jung Yoon,7.133333333333333,7274.333333333333,195.33333333333331,3
Shin Ki Joon,Shin Ki Joon,7.2,7258.0,60.0,1
Shin Min Ah,Shin Min Ah,8.283333333333333,456.3333333333333,19123.166666666668,6
Shin Rin Ah,Shin Rin Ah,7.75,5041.5,4760.5,2
Shin Se Hwi,Shin Se Hwi,8.2,817.0,4590.0,1
Shin Se Kyung,Shin Se Kyung,7.58,560.2,12677.9,10
Shin Seo Hyun,Shin Seo Hyun,7.1,99999.0,7.0,1
Shin Seung Ho,Shin Seung Ho,8.5,557.75,5786.0,4
Shin Seung Hwan,Shin Seung Hwan,7.166666666666667,802.3333333333334,6069.333333333333,3
Shin So Mi,Shin So Mi,7.0,99999.0,4.0,1
Shin So Yool,Shin So Yool,8.116666666666667,1670.5,7651.0,6
Shin Soo Hang,Shin Soo Hang,7.7,1733.0,2008.0,1
Shin Soo Ho,Shin Soo Ho,7.899999999999999,848.0,4658.0,2
Shin Soo Yun,Shin Soo Yun,7.0,2466.0,1750.0,1
Shin Sung Min,Shin Sung Min,7.8,869.0,3611.0,1
Shin Sung Rok,Shin Sung Rok,7.887499999999999,7705.3125,12956.625,16
Shin Sung Woo,Shin Sung Woo,7.539999999999999,4557.8,8770.8,5
Shin Won Ho,Shin Won Ho,8.0,1147.0,2934.0,1
Shin Woo Hee,Shin Woo Hee,7.4,6080.0,265.0,1
Shin Ye Eun,Shin Ye Eun,7.9,323.0,17046.5,2
Shin Yoon Joo,Shin Yoon Joo,7.4,5806.0,394.0,1
Sim Hyun Seo,Sim Hyun Seo,8.6,1919.0,1547.0,1
So Hee Jung,So Hee Jung,8.1,587.0,7122.0,1
So Ji Sub,So Ji Sub,7.872727272727272,2144.181818181818,10797.272727272728,11
So Ju Yeon,So Ju Yeon,7.9,288.0,13813.0,2
So Yi Hyun,So Yi Hyun,7.4,13020.181818181818,4934.818181818182,11
So Yoo Jin,So Yoo Jin,7.659999999999999,7001.0,766.2,5
Sol Bin,Sol Bin,7.733333333333334,865.0,7749.0,3
Solar,Solar,7.4,1106.0,3865.0,1
Son Byung Ho,Son Byung Ho,7.659999999999999,4026.2,1202.4,5
Son Chang Min,Son Chang Min,7.5,15538.444444444443,2402.777777777778,9
Son Dam Bi,Son Dam Bi,7.625,4466.5,5420.25,4
Son Eun Seo,Son Eun Seo,7.666666666666667,3344.0,5461.666666666667,3
Son Ga Young,Son Ga Young,7.6,4738.0,359.0,1
Son Ho Jun,Son Ho Jun,7.76,2203.333333333333,5779.6,6
Son Hwa Ryung,Son Hwa Ryung,7.399999999999999,2487.6666666666665,2180.333333333333,3
Son Hyun Joo,Son Hyun Joo,7.608333333333333,12225.833333333334,1450.5,12
Son Hyun Woo,Son Hyun Woo,7.1,3015.0,610.0,1
Son Ji Chang,Son Ji Chang,6.75,99999.0,27.5,2
Son Ji Hyun,Son Ji Hyun,7.65,1349.0,5558.0,2
Son Jin Young,Son Jin Young,7.0,55536.5,24.0,2
Son Jong Hak,Son Jong Hak,8.419999999999998,735.2,11887.6,5
Son Na Eun,Son Na Eun,8.125,380.5,17187.5,4
Son Sang Yeon,Son Sang Yeon,8.8,505.0,8256.0,1
Son Se Bin,Son Se Bin,7.2,3246.0,1268.0,1
Son Seok Koo,Son Seok Koo,8.540000000000001,2053.1666666666665,7927.0,6
Son Seung Won,Son Seung Won,8.6,104.0,24822.0,1
Son Sung Yoon,Son Sung Yoon,7.566666666666666,35646.0,12160.0,3
Son Tae Young,Son Tae Young,7.3,9739.75,170.25,4
Son Ye Jin,Son Ye Jin,7.7375,2874.625,13525.375,8
Son Yeo Eun,Son Yeo Eun,7.7,3728.0,758.5,3
Song  Ha Yoon,Song  Ha Yoon,7.616666666666667,15942.857142857143,11156.833333333334,7
Song  Jae Hee,Song  Jae Hee,7.25,28746.75,1202.75,4
Song Chang Eui,Song Chang Eui,7.322222222222223,4292.666666666667,4270.333333333333,9
Song Deok Ho,Song Deok Ho,8.2,378.0,6208.0,1
Song Geon Hee,Song Geon Hee,8.6,1027.0,3916.0,1
Song Han Hee,Song Han Hee,7.3,866.0,5653.0,1
Song Hye Kyo,Song Hye Kyo,7.675,14888.25,14191.375,8
Song Il Gook,Song Il Gook,7.35,5463.75,537.75,4
Song Jae Ho,Song Jae Ho,7.533333333333334,67659.33333333333,457.0,3
Song Jae Rim,Song Jae Rim,7.399999999999999,1821.2222222222224,5559.125,9
Song Jae Ryong,Song Jae Ryong,8.4,18.0,51014.0,1
Song Ji Eun,Song Ji Eun,7.375,3674.0,18892.5,4
Song Ji Hyo,Song Ji Hyo,7.625,1467.625,6615.625,8
Song Ji Hyuk,Song Ji Hyuk,7.0,1684.0,2025.0,1
Song Ji In,Song Ji In,7.6,3509.0,401.0,1
Song Ji Oh,Song Ji Oh,8.2,241.0,21198.0,1
Song Jin Woo,Song Jin Woo,7.3,2257.0,1174.0,1
Song Jong Ho,Song Jong Ho,7.571428571428571,1744.571428571429,7421.857142857143,7
Song Joong Ki,Song Joong Ki,8.625,437.2,40281.75,5
Song Kang,Song Kang,8.0,167.66666666666666,24174.0,6
Song Ki Yoon,Song Ki Yoon,6.8,99999.0,5.0,1
Song Min Jung,Song Min Jung,6.4,9145.0,10.0,1
Song Ok Sook,Song Ok Sook,7.75,50443.0,2266.0,4
Song Sae Byuk,Song Sae Byuk,8.2,647.0,11854.0,2
Song Sang Eun,Song Sang Eun,7.7,1075.0,2950.0,1
Song Seo Yeon,Song Seo Yeon,7.5,208.0,20449.0,1
Song Seung Heon,Song Seung Heon,7.62,11045.545454545454,4481.0,11
Song Seung Hwan,Song Seung Hwan,8.4,200.0,17235.0,1
Song Soo Hyun,Song Soo Hyun,7.9,939.0,5541.0,1
Song Sun Mi,Song Sun Mi,7.35,21940.33333333333,656.8333333333334,6
Song Won Geun,Song Won Geun,7.4,8406.0,172.0,1
Song Won Seok,Song Won Seok,7.624999999999999,4751.25,1597.75,4
Song Yi Woo,Song Yi Woo,7.6,55963.5,54.0,2
Song Yoo Hyun,Song Yoo Hyun,7.4,3744.0,563.0,1
Song Yoo Jung,Song Yoo Jung,7.2,10019.0,59.0,1
Song Yoon Ah,Song Yoon Ah,7.58,13621.5,4378.5,10
Song Young Kyu,Song Young Kyu,7.266666666666667,2274.6666666666665,2088.333333333333,3
Stephanie Lee,Stephanie Lee,7.42,1542.4,2249.4,5
Steven Noh,Steven Noh,,5949.0,,1
Suho,Suho,7.55,859.0,5768.5,4
Sulli,Sulli,7.6,87.0,31382.0,1
Sun Joo Ah,Sun Joo Ah,7.0,1611.0,2659.0,1
Sun Woo Eun Sook,Sun Woo Eun Sook,7.1,63450.2,115.75,5
Sun Woo Jae Duk,Sun Woo Jae Duk,6.866666666666667,4135.0,1253.6666666666667,3
Sun Woo Sun,Sun Woo Sun,7.5,1954.0,1652.0,1
Sun Woo Yong Nyeo,Sun Woo Yong Nyeo,6.566666666666666,67883.66666666667,240.66666666666663,3
Sung Byung Sook,Sung Byung Sook,7.5,1076.0,3010.0,1
Sung Chang Hoon,Sung Chang Hoon,7.9,99999.0,32.0,1
Sung Dong Il,Sung Dong Il,8.315384615384614,922.0714285714286,12371.153846153846,14
Sung Ha,Sung Ha,7.76,1257.4,10238.7,1
Sung Hoon,Sung Hoon,7.554999999999998,7043.5,8929.45,12
Sung Hyuk,Sung Hyuk,7.7,2959.5,3845.25,4
Sung Hyun Ah,Sung Hyun Ah,7.399999999999999,68605.66666666667,54.0,3
Sung Ji Ru,Sung Ji Ru,8.033333333333333,1986.3333333333333,4869.333333333333,3
Sung Joon,Sung Joon,7.608333333333333,824.2307692307693,9739.333333333334,11
Sung Ki Yoon,Sung Ki Yoon,6.5,99999.0,2.0,1
Sung Yoo Ri,Sung Yoo Ri,7.125,2735.75,1349.75,4
Tae Hang Ho,Tae Hang Ho,8.2,576.0,6840.0,1
Tae Hyun Shil,Tae Hyun Shil,,99999.0,,1
Tae In Ho,Tae In Ho,7.916666666666667,727.8333333333334,6460.0,6
Tae Won Seok,Tae Won Seok,7.95,612.0,5718.0,2
Tang Jun Sang,Tang Jun Sang,9.0,308.0,17157.0,2
Terada Takuya,Terada Takuya,7.9,418.0,8592.0,1
Teramoto Yukika,Teramoto Yukika,7.5,4388.0,438.0,1
Terris Brown,Terris Brown,7.9,641.0,7775.0,1
U-Know,U-Know,7.425000000000001,1290.5,3419.75,4
Uee,Uee,7.658333333333332,1324.25,8472.5,12
Uhm Do Hyun,Uhm Do Hyun,7.6,99999.0,15.0,1
Uhm Hyo Sub,Uhm Hyo Sub,8.049999999999999,1440.3333333333333,13032.5,6
Uhm Hyun Kyung,Uhm Hyun Kyung,7.525,3655.0,2004.5,8
Uhm Ji Sung,Uhm Ji Sung,7.9,1729.0,1947.0,1
Uhm Ji Won,Uhm Ji Won,7.649999999999999,3225.0,1261.1666666666667,7
Uhm Jung Hwa,Uhm Jung Hwa,7.833333333333333,2028.3333333333333,6018.0,3
Uhm Ki Joon,Uhm Ki Joon,7.79090909090909,2344.0,9130.545454545454,12
Uhm Soo Jung,Uhm Soo Jung,7.3,737.0,5490.0,1
Uhm Tae Goo,Uhm Tae Goo,7.75,2023.0,1158.5,2
Uhm Tae Woong,Uhm Tae Woong,7.366666666666667,2832.0,1139.8333333333333,6
Uhm Yoo Shin,Uhm Yoo Shin,7.300000000000001,52674.5,138.5,2
Wang Bit Na,Wang Bit Na,7.371428571428571,32686.42857142857,1824.857142857143,7
Wang Ji Hye,Wang Ji Hye,7.477777777777778,2794.333333333333,4786.444444444444,9
Wang Ji Won,Wang Ji Won,8.0,570.5,16593.25,4
Wang Seok Hyun,Wang Seok Hyun,7.6,4211.0,404.0,1
Wi Ha Joon,Wi Ha Joon,8.379999999999999,1156.7142857142858,26942.2,7
Won Geun Hee,Won Geun Hee,7.9,99999.0,32.0,1
Won Hyun Joon,Won Hyun Joon,8.1,711.0,1988.0,1
Won Ji An,Won Ji An,8.2,1181.0,550.0,1
Won Jin Ah,Won Jin Ah,8.0,299.0,14781.4,5
Won Jong Rye,Won Jong Rye,7.5,208.0,20449.0,1
Won Ki Joon,Won Ki Joon,6.6,99999.0,39.0,1
Won Mi Kyung,Won Mi Kyung,7.925000000000001,27204.0,877.0,4
Woo Da Vi,Woo Da Vi,8.066666666666666,567.0,6121.333333333333,3
Woo Do Hwan,Woo Do Hwan,8.24,216.4,20106.6,5
Woo Hee Jin,Woo Hee Jin,7.979999999999999,23199.4,8483.6,5
Woo Hyun,Woo Hyun,7.599999999999999,618.6666666666666,11593.0,2
Woo Ji Hyun,Woo Ji Hyun,8.8,185.0,13640.0,1
Woo Jung Kook,Woo Jung Kook,7.9,636.0,5492.0,1
Woo Sang Jun,Woo Sang Jun,7.0,6594.0,228.0,1
Xiumin,Xiumin,7.1,1273.0,3763.0,1
Yang  Jin Sung,Yang  Jin Sung,7.433333333333333,3298.333333333333,5324.0,3
Yang  Mi Kyung,Yang  Mi Kyung,7.233333333333334,7947.666666666667,174.66666666666666,3
Yang Byeong Yeol,Yang Byeong Yeol,7.8,5860.0,154.0,2
Yang Dae Hyuk,Yang Dae Hyuk,7.0,1814.0,1647.0,1
Yang Dong Geun,Yang Dong Geun,7.4,4500.857142857143,1620.0,7
Yang Eun Yong,Yang Eun Yong,7.4,6517.0,234.0,1
Yang Geum Suk,Yang Geum Suk,7.25,6297.5,320.0,2
Yang Hak Jin,Yang Hak Jin,7.15,1135.0,5203.0,2
Yang Hee Kyung,Yang Hee Kyung,7.85,4097.5,393.5,2
Yang Hong Seok,Yang Hong Seok,8.2,695.0,6167.0,1
Yang Hye Ji,Yang Hye Ji,7.433333333333333,2159.333333333333,12221.0,2
Yang Hye Jin,Yang Hye Jin,6.6,5819.0,154.0,1
Yang Ik Jun,Yang Ik Jun,7.833333333333333,639.3333333333334,12164.666666666666,3
Yang Jin Woo,Yang Jin Woo,7.05,3533.0,1233.5,2
Yang Jung Ah,Yang Jung Ah,7.6,3209.5,646.0,2
Yang Jung Won,Yang Jung Won,8.05,99999.0,10.5,2
Yang Kyung Won,Yang Kyung Won,8.85,248.0,37234.5,2
Yang Mi Ra,Yang Mi Ra,7.300000000000001,53592.0,74.5,2
Yang Se Jong,Yang Se Jong,8.25,587.0,11857.0,6
Yang Seo Hyun,Yang Seo Hyun,8.3,306.0,15543.0,1
Ye Ji Won,Ye Ji Won,7.999999999999998,1396.6666666666667,11557.666666666666,9
Ye Soo Jung,Ye Soo Jung,7.924999999999999,2679.0,7416.0,4
Ye Sung,Ye Sung,8.15,1819.5,7525.5,2
Yeo Hoe Hyun,Yeo Hoe Hyun,8.0,1574.5,4847.25,4
Yeo Hyun Soo,Yeo Hyun Soo,7.1,99999.0,9.0,2
Yeo Jin Goo,Yeo Jin Goo,8.015384615384615,581.6923076923077,12533.692307692309,13
Yeo Woon,Yeo Woon,7.025,53785.5,306.0,1
Yeo Woon Kye,Yeo Woon Kye,7.033333333333334,70768.33333333333,29.33333333333333,3
Yeom Dong Hun,Yeom Dong Hun,7.5,37013.333333333336,858.3333333333334,3
Yeom Hye Ran,Yeom Hye Ran,8.65,107.0,24785.5,2
Yeom Ji Yoon,Yeom Ji Yoon,7.9,3124.0,707.0,1
Yeom Jung Ah,Yeom Jung Ah,7.225,51764.625,3863.75,8
Yeon Je Wook,Yeon Je Wook,7.6,1821.0,1964.0,1
Yeon Jung Hoon,Yeon Jung Hoon,7.722222222222222,3308.7,4083.3333333333335,10
Yeon Min Ji,Yeon Min Ji,7.550000000000001,3709.0,11464.0,2
Yeon Song Ha,Yeon Song Ha,7.3,662.0,9117.0,1
Yeon Woo Jin,Yeon Woo Jin,7.757142857142858,1022.7142857142856,6965.214285714285,14
Yeonwoo,Yeonwoo,8.2,1497.5,8080.666666666667,4
Yeri,Yeri,8.2,695.0,6167.0,1
Yong Jun Hyung,Yong Jun Hyung,7.05,1584.0,6075.0,2
Yoo  Joon Sang,Yoo  Joon Sang,7.916666666666667,18217.916666666668,3965.4166666666665,12
Yoo  Sun,Yoo  Sun,7.491666666666667,3216.1666666666665,3145.6666666666665,12
Yoo Ah In,Yoo Ah In,7.74,540.8,9677.6,5
Yoo Byung Jae,Yoo Byung Jae,7.2,3246.0,1268.0,1
Yoo Chae Young,Yoo Chae Young,5.8,1049.0,4530.0,1
Yoo Da In,Yoo Da In,7.75,3147.5,4424.25,4
Yoo Dong Geun,Yoo Dong Geun,8.06,33689.5,741.3,10
Yoo Eun Mi,Yoo Eun Mi,7.3,809.0,6239.0,1
Yoo Geon,Yoo Geon,7.066666666666666,5327.0,1055.6666666666667,3
Yoo Ha Joon,Yoo Ha Joon,7.8,3354.0,877.0,1
Yoo Ha Na,Yoo Ha Na,7.6,5375.0,286.0,1
Yoo Hae Jung,Yoo Hae Jung,7.3,9939.0,58.0,1
Yoo Ho Jung,Yoo Ho Jung,7.266666666666667,37005.0,678.3333333333334,3
Yoo Ho Rin,Yoo Ho Rin,7.2,10019.0,59.0,1
Yoo Hye Ri,Yoo Hye Ri,7.5,2120.5,9004.5,2
Yoo Hyun Joo,Yoo Hyun Joo,7.6,3754.0,689.0,1
Yoo In Chon,Yoo In Chon,6.6,99999.0,4.0,1
Yoo In Na,Yoo In Na,8.209999999999999,303.9,32868.7,10
Yoo In Soo,Yoo In Soo,8.4,149.0,28371.0,1
Yoo In Young,Yoo In Young,7.677777777777779,2779.4444444444443,7999.111111111111,9
Yoo Jae Myung,Yoo Jae Myung,8.077777777777778,12829.0,19219.222222222223,9
Yoo Ji In,Yoo Ji In,6.9,69334.66666666667,43.0,3
Yoo Ji Tae,Yoo Ji Tae,8.216666666666667,1026.3333333333333,13689.833333333334,6
Yoo Ji Yeon,Yoo Ji Yeon,8.5,944.0,3597.0,1
Yoo Joo Hee,Yoo Joo Hee,7.3,7954.0,88.0,1
Yoo Jun,Yoo Jun,7.720000000000001,9271.533333333333,9502.133333333331,1
Yoo Min Kyu,Yoo Min Kyu,8.0,809.3333333333334,9909.333333333334,3
Yoo Oh Sung,Yoo Oh Sung,7.766666666666667,1282.5,13185.666666666666,6
Yoo Sang Jae,Yoo Sang Jae,7.6,5614.0,200.0,1
Yoo Seo Jin,Yoo Seo Jin,7.540000000000001,25499.6,524.8,5
Yoo Seung Ho,Yoo Seung Ho,7.863636363636363,10698.818181818182,10171.181818181818,11
Yoo Seung Mok,Yoo Seung Mok,7.95,2250.0,1352.5,2
Yoo Seung Yong,Yoo Seung Yong,7.2,99999.0,3.0,1
Yoo So Young,Yoo So Young,7.2,559.0,8888.0,1
Yoo Sun Ho,Yoo Sun Ho,7.9,1208.0,3778.5,2
Yoo Sung Joo,Yoo Sung Joo,8.0,2192.0,374.0,1
Yoo Tae Woong,Yoo Tae Woong,6.466666666666666,69982.0,27.33333333333333,3
Yoo Teo,Yoo Teo,7.6,3075.0,4473.5,3
Yoo Yeon Seok,Yoo Yeon Seok,8.433333333333334,768.7142857142857,19520.83333333333,7
Yoo Young Jae,Yoo Young Jae,7.4,9286.0,13.0,1
Yoo Yun Ji,Yoo Yun Ji,7.0,11924.0,27.0,1
YooA,YooA,7.4,5549.0,394.0,1
Yook Mi Ra,Yook Mi Ra,6.7,1816.0,2280.0,1
Yook Sung Jae,Yook Sung Jae,8.239999999999998,1003.3333333333334,31153.0,6
Yoon  Ji Hye,Yoon  Ji Hye,8.16,1427.8,5078.6,5
Yoon  Se In,Yoon  Se In,7.3,2802.0,852.0,1
Yoon Ah Jung,Yoon Ah Jung,7.525,28171.0,546.0,4
Yoon Bo Mi,Yoon Bo Mi,7.8,966.0,3624.0,1
Yoon Bok In,Yoon Bok In,7.6,2886.75,1049.75,4
Yoon Bora,Yoon Bora,7.8,442.0,9624.0,1
Yoon Byung Hee,Yoon Byung Hee,8.3,412.0,9583.0,1
Yoon Chae Yi,Yoon Chae Yi,6.7,7344.0,207.0,1
Yoon Chan Young,Yoon Chan Young,8.25,1573.5,14540.5,2
Yoon Da Hoon,Yoon Da Hoon,7.479999999999999,25048.8,428.0,5
Yoon Da Kyung,Yoon Da Kyung,7.2,1580.0,2819.0,1
Yoon Da Young,Yoon Da Young,7.433333333333333,7315.666666666667,2417.6666666666665,3
Yoon Doo Joon,Yoon Doo Joon,7.775,883.5,7239.5,4
Yoon Eun Hye,Yoon Eun Hye,7.44,606.2,17529.0,5
Yoon Gi Won,Yoon Gi Won,6.7,3476.0,1098.0,1
Yoon Gyung Ho,Yoon Gyung Ho,8.249999999999998,1181.0,3841.3333333333335,6
Yoon Hae Young,Yoon Hae Young,7.025,27001.25,6345.5,4
Yoon Hee Seok,Yoon Hee Seok,7.283333333333332,22630.5,568.6666666666666,6
Yoon Hyun Min,Yoon Hyun Min,7.799999999999999,1150.8,8144.8,10
Yoon Jae Hyuk,Yoon Jae Hyuk,8.3,2404.0,1554.0,1
Yoon Je Moon,Yoon Je Moon,7.766666666666667,3029.6666666666665,7053.666666666667,3
Yoon Ji Min,Yoon Ji Min,7.199999999999999,8913.5,137.5,2
Yoon Ji Sung,Yoon Ji Sung,7.9,1082.0,2908.0,1
Yoon Ji Yoo,Yoon Ji Yoo,7.9,99999.0,5.0,1
Yoon Jin Seo,Yoon Jin Seo,7.6,2124.25,5938.25,4
Yoon Jin Sol,Yoon Jin Sol,8.0,664.0,6144.0,2
Yoon Jin Yi,Yoon Jin Yi,7.6,1738.5,3278.5,2
Yoon Jong Hoon,Yoon Jong Hoon,7.860000000000001,2925.6,8560.4,5
Yoon Jong Hwa,Yoon Jong Hwa,7.65,2383.5,1331.5,2
Yoon Jong Seok,Yoon Jong Seok,8.2,844.0,5439.5,2
Yoon Joo Hee,Yoon Joo Hee,7.666666666666667,4142.666666666667,1221.6666666666667,3
Yoon Joo Man,Yoon Joo Man,7.5,1608.0,2665.0,1
Yoon Joo Sang,Yoon Joo Sang,7.814285714285715,1341.0,10551.42857142857,7
Yoon Jung Eun,Yoon Jung Eun,7.5,1967.0,2057.0,1
Yoon Jung Hee,Yoon Jung Hee,7.266666666666667,39326.16666666666,187.5,6
Yoon Kye Sang,Yoon Kye Sang,8.0,1341.142857142857,4905.428571428572,7
Yoon Kyun Sang,Yoon Kyun Sang,7.975,985.5,9562.625,8
Yoon Mi Ra,Yoon Mi Ra,7.25,9873.5,66.0,2
Yoon Na Moo,Yoon Na Moo,7.2,1284.5,3549.0,2
Yoon Park,Yoon Park,7.826666666666666,1489.0,8138.2,15
Yoon Sang Hoon,Yoon Sang Hoon,7.2,559.0,8888.0,1
Yoon Sang Hyun,Yoon Sang Hyun,7.633333333333334,2134.8888888888887,10616.777777777776,9
Yoon Se Ah,Yoon Se Ah,7.872727272727274,10682.363636363636,9882.636363636364,11
Yoon Seo Hyun,Yoon Seo Hyun,7.3,99999.0,13.0,1
Yoon Seok Hwa,Yoon Seok Hwa,7.9,655.0,6405.0,1
Yoon Seung Ah,Yoon Seung Ah,7.550000000000001,588.5,8454.5,2
Yoon Shi Yoon,Yoon Shi Yoon,7.899999999999999,896.8181818181819,5883.090909090909,11
Yoon So Hee,Yoon So Hee,7.866666666666666,853.6666666666666,8129.222222222223,9
Yoon So Yi,Yoon So Yi,7.477777777777778,4371.333333333333,1852.3333333333333,9
Yoon Son Ha,Yoon Son Ha,7.52,61962.6,2935.2,5
Yoon Sun Woo,Yoon Sun Woo,7.925000000000001,26686.75,8099.75,4
Yoon Tae Young,Yoon Tae Young,7.3,1302.0,2510.0,2
Yoon Yoo Sun,Yoon Yoo Sun,7.833333333333333,19228.33333333333,7604.166666666667,6
Yoshi,Yoshi,8.3,2404.0,1554.0,1
Youn Yuh Jung,Youn Yuh Jung,7.824999999999999,13890.625,2474.75,8
Yu Bee,Yu Bee,7.9,1773.0,1707.0,1
Yun  Joon Suk,Yun  Joon Suk,7.1,1108.0,4667.0,1
Yun Ji On,Yun Ji On,8.65,215.0,15249.0,2
Yun Kyu Jin,Yun Kyu Jin,7.0,99999.0,4.0,1
Yun Woon Kyung,Yun Woon Kyung,6.6,851.0,4017.0,1
Yura,Yura,7.666666666666667,247.66666666666663,13367.666666666666,3
Z Hera,Z Hera,7.0,2306.0,1797.0,1
Z.flat,Z.flat,6.7,6459.0,198.0,1
Zo In Sung,Zo In Sung,7.675,3550.8,13458.75,5
a.mond,a.mond,7.4,1900.0,2296.0,2
